"ID","group","day_cluster","link"
"G2_01",2,1,"https://www.google.com/maps/search/?api=1&query=23.68903782,90.45304168"
"G2_02",2,1,"https://www.google.com/maps/search/?api=1&query=23.68680083,90.44964332"
"G2_03",2,1,"https://www.google.com/maps/search/?api=1&query=23.68028834,90.45909327"
"G2_04",2,1,"https://www.google.com/maps/search/?api=1&query=23.68689048,90.45607201"
"G2_05",2,1,"https://www.google.com/maps/search/?api=1&query=23.68852525,90.44697796"
"G2_06",2,1,"https://www.google.com/maps/search/?api=1&query=23.69178175,90.45016203"
"G2_07",2,1,"https://www.google.com/maps/search/?api=1&query=23.68718094,90.44702445"
"G2_08",2,2,"https://www.google.com/maps/search/?api=1&query=23.68515324,90.44417096"
"G2_09",2,2,"https://www.google.com/maps/search/?api=1&query=23.67198100,90.45020676"
"G2_10",2,2,"https://www.google.com/maps/search/?api=1&query=23.67942277,90.44455524"
"G2_11",2,2,"https://www.google.com/maps/search/?api=1&query=23.67815214,90.44763186"
"G2_12",2,2,"https://www.google.com/maps/search/?api=1&query=23.68756228,90.44002611"
"G2_13",2,2,"https://www.google.com/maps/search/?api=1&query=23.68412186,90.44178231"
"G2_14",2,2,"https://www.google.com/maps/search/?api=1&query=23.68428402,90.44253781"
"G2_15",2,2,"https://www.google.com/maps/search/?api=1&query=23.68285450,90.44300817"
"G2_16",2,2,"https://www.google.com/maps/search/?api=1&query=23.68122131,90.43948007"
"G2_17",2,2,"https://www.google.com/maps/search/?api=1&query=23.68750250,90.44523016"
"G2_18",2,3,"https://www.google.com/maps/search/?api=1&query=23.70705786,90.44598874"
"G2_19",2,3,"https://www.google.com/maps/search/?api=1&query=23.70603102,90.45012504"
"G2_20",2,3,"https://www.google.com/maps/search/?api=1&query=23.70476455,90.45343070"
"G2_21",2,3,"https://www.google.com/maps/search/?api=1&query=23.70563134,90.44169412"
"G2_22",2,3,"https://www.google.com/maps/search/?api=1&query=23.70888368,90.44408710"
"G2_23",2,3,"https://www.google.com/maps/search/?api=1&query=23.70690891,90.44754941"
"G2_24",2,3,"https://www.google.com/maps/search/?api=1&query=23.71311044,90.44506983"
"G2_25",2,4,"https://www.google.com/maps/search/?api=1&query=23.69632921,90.44685287"
"G2_26",2,4,"https://www.google.com/maps/search/?api=1&query=23.69615560,90.44891577"
"G2_27",2,4,"https://www.google.com/maps/search/?api=1&query=23.70007038,90.44658820"
"G2_28",2,4,"https://www.google.com/maps/search/?api=1&query=23.70005962,90.45140299"
"G2_29",2,4,"https://www.google.com/maps/search/?api=1&query=23.69565419,90.44130338"
"G2_30",2,4,"https://www.google.com/maps/search/?api=1&query=23.69856934,90.45602201"
"G2_31",2,4,"https://www.google.com/maps/search/?api=1&query=23.69978943,90.45185554"
"G2_32",2,4,"https://www.google.com/maps/search/?api=1&query=23.69379863,90.44335519"
"G2_33",2,4,"https://www.google.com/maps/search/?api=1&query=23.69970423,90.44658560"
"G2_34",2,5,"https://www.google.com/maps/search/?api=1&query=23.71376564,90.45608534"
"G2_35",2,5,"https://www.google.com/maps/search/?api=1&query=23.70818374,90.45762111"
"G2_36",2,5,"https://www.google.com/maps/search/?api=1&query=23.71309927,90.45358754"
"G2_37",2,5,"https://www.google.com/maps/search/?api=1&query=23.70849863,90.45884290"
"G2_38",2,5,"https://www.google.com/maps/search/?api=1&query=23.70907794,90.45515352"
"G2_39",2,5,"https://www.google.com/maps/search/?api=1&query=23.70280502,90.45684562"
"G2_40",2,5,"https://www.google.com/maps/search/?api=1&query=23.70526671,90.45473271"
"G2_41",2,5,"https://www.google.com/maps/search/?api=1&query=23.71352975,90.45491998"
"G2_42",2,5,"https://www.google.com/maps/search/?api=1&query=23.71378497,90.45730311"
"G2_43",2,5,"https://www.google.com/maps/search/?api=1&query=23.70975596,90.45365543"
"G2_44",2,6,"https://www.google.com/maps/search/?api=1&query=23.71195796,90.46065328"
"G2_45",2,6,"https://www.google.com/maps/search/?api=1&query=23.70798667,90.46716246"
"G2_46",2,6,"https://www.google.com/maps/search/?api=1&query=23.71077639,90.46437823"
"G2_47",2,6,"https://www.google.com/maps/search/?api=1&query=23.70823741,90.46596879"
"G2_48",2,6,"https://www.google.com/maps/search/?api=1&query=23.71538324,90.45937244"
"G2_49",2,6,"https://www.google.com/maps/search/?api=1&query=23.70845747,90.46472176"
"G2_50",2,6,"https://www.google.com/maps/search/?api=1&query=23.71228092,90.46321851"
"G2_51",2,6,"https://www.google.com/maps/search/?api=1&query=23.71151828,90.46501030"
"G2_52",2,6,"https://www.google.com/maps/search/?api=1&query=23.70687499,90.46088741"
"G2_53",2,7,"https://www.google.com/maps/search/?api=1&query=23.69749843,90.47060847"
"G2_54",2,7,"https://www.google.com/maps/search/?api=1&query=23.69621467,90.47390152"
"G2_55",2,7,"https://www.google.com/maps/search/?api=1&query=23.69413655,90.47290807"
"G2_56",2,7,"https://www.google.com/maps/search/?api=1&query=23.70141226,90.47022371"
"G2_57",2,7,"https://www.google.com/maps/search/?api=1&query=23.69642269,90.46027897"
"G2_58",2,7,"https://www.google.com/maps/search/?api=1&query=23.69236327,90.47114574"
