"ID","group","day_cluster","link"
"G6_01",6,1,"https://www.google.com/maps/search/?api=1&query=23.73701984,90.41311848"
"G6_02",6,1,"https://www.google.com/maps/search/?api=1&query=23.72899043,90.41316744"
"G6_03",6,1,"https://www.google.com/maps/search/?api=1&query=23.73128457,90.41355234"
"G6_04",6,1,"https://www.google.com/maps/search/?api=1&query=23.73487978,90.41054489"
"G6_05",6,1,"https://www.google.com/maps/search/?api=1&query=23.73195683,90.40929502"
"G6_06",6,1,"https://www.google.com/maps/search/?api=1&query=23.73683407,90.41400300"
"G6_07",6,1,"https://www.google.com/maps/search/?api=1&query=23.73370014,90.41113776"
"G6_08",6,1,"https://www.google.com/maps/search/?api=1&query=23.73424776,90.41232727"
"G6_09",6,2,"https://www.google.com/maps/search/?api=1&query=23.72769014,90.42042443"
"G6_10",6,2,"https://www.google.com/maps/search/?api=1&query=23.72971405,90.41651225"
"G6_11",6,2,"https://www.google.com/maps/search/?api=1&query=23.73539658,90.42278220"
"G6_12",6,2,"https://www.google.com/maps/search/?api=1&query=23.72572274,90.42081318"
"G6_13",6,2,"https://www.google.com/maps/search/?api=1&query=23.72764703,90.42035861"
"G6_14",6,2,"https://www.google.com/maps/search/?api=1&query=23.72488496,90.41323173"
"G6_15",6,2,"https://www.google.com/maps/search/?api=1&query=23.72578630,90.41939281"
"G6_16",6,3,"https://www.google.com/maps/search/?api=1&query=23.75052475,90.43109086"
"G6_17",6,3,"https://www.google.com/maps/search/?api=1&query=23.75014464,90.43375506"
"G6_18",6,3,"https://www.google.com/maps/search/?api=1&query=23.73930755,90.42818212"
"G6_19",6,3,"https://www.google.com/maps/search/?api=1&query=23.74317829,90.42787564"
"G6_20",6,3,"https://www.google.com/maps/search/?api=1&query=23.75480413,90.43125258"
"G6_21",6,3,"https://www.google.com/maps/search/?api=1&query=23.74713668,90.42817605"
"G6_22",6,3,"https://www.google.com/maps/search/?api=1&query=23.74154731,90.42394989"
"G6_23",6,4,"https://www.google.com/maps/search/?api=1&query=23.74583480,90.43832938"
"G6_24",6,4,"https://www.google.com/maps/search/?api=1&query=23.74976987,90.44224288"
"G6_25",6,4,"https://www.google.com/maps/search/?api=1&query=23.74541400,90.43581135"
"G6_26",6,4,"https://www.google.com/maps/search/?api=1&query=23.74012485,90.43198101"
"G6_27",6,4,"https://www.google.com/maps/search/?api=1&query=23.73854538,90.43902519"
"G6_28",6,4,"https://www.google.com/maps/search/?api=1&query=23.73819924,90.43853312"
"G6_29",6,4,"https://www.google.com/maps/search/?api=1&query=23.74209591,90.43888612"
"G6_30",6,4,"https://www.google.com/maps/search/?api=1&query=23.74332699,90.43764171"
"G6_31",6,4,"https://www.google.com/maps/search/?api=1&query=23.74057123,90.43505951"
"G6_32",6,5,"https://www.google.com/maps/search/?api=1&query=23.73621141,90.44543568"
"G6_33",6,5,"https://www.google.com/maps/search/?api=1&query=23.72935854,90.44400462"
"G6_34",6,5,"https://www.google.com/maps/search/?api=1&query=23.73317237,90.44066285"
"G6_35",6,5,"https://www.google.com/maps/search/?api=1&query=23.73956543,90.45045011"
"G6_36",6,5,"https://www.google.com/maps/search/?api=1&query=23.73706086,90.45468716"
"G6_37",6,5,"https://www.google.com/maps/search/?api=1&query=23.73326078,90.44169484"
"G6_38",6,5,"https://www.google.com/maps/search/?api=1&query=23.74289099,90.44760407"
"G6_39",6,5,"https://www.google.com/maps/search/?api=1&query=23.73829439,90.45076056"
"G6_40",6,6,"https://www.google.com/maps/search/?api=1&query=23.73064406,90.43676629"
"G6_41",6,6,"https://www.google.com/maps/search/?api=1&query=23.73503833,90.43544334"
"G6_42",6,6,"https://www.google.com/maps/search/?api=1&query=23.72686513,90.43104105"
"G6_43",6,6,"https://www.google.com/maps/search/?api=1&query=23.72618954,90.43962764"
"G6_44",6,6,"https://www.google.com/maps/search/?api=1&query=23.72710042,90.43301958"
"G6_45",6,6,"https://www.google.com/maps/search/?api=1&query=23.73312349,90.43576472"
"G6_46",6,6,"https://www.google.com/maps/search/?api=1&query=23.72757428,90.44373021"
"G6_47",6,6,"https://www.google.com/maps/search/?api=1&query=23.73557016,90.43421734"
"G6_48",6,7,"https://www.google.com/maps/search/?api=1&query=23.74506158,90.41873893"
"G6_49",6,7,"https://www.google.com/maps/search/?api=1&query=23.74201771,90.42050863"
"G6_50",6,7,"https://www.google.com/maps/search/?api=1&query=23.74751091,90.42302804"
"G6_51",6,7,"https://www.google.com/maps/search/?api=1&query=23.74448060,90.41370982"
"G6_52",6,7,"https://www.google.com/maps/search/?api=1&query=23.74219881,90.41647342"
"G6_53",6,7,"https://www.google.com/maps/search/?api=1&query=23.74336304,90.42148015"
"G6_54",6,7,"https://www.google.com/maps/search/?api=1&query=23.74257562,90.42225864"
"G6_55",6,7,"https://www.google.com/maps/search/?api=1&query=23.74397374,90.41424511"
"G6_56",6,7,"https://www.google.com/maps/search/?api=1&query=23.74745249,90.41964685"
