"G_ID","group","clusters","x","y","link","geometry"
"G3_61",3,5,90.3753007096887,23.7174771004723,"https://www.google.com/maps/search/?api=1&query=23.71747710,90.37530070",c(90.3753007096887, 23.7174771004723)
"G3_62",3,5,90.3773587905368,23.7099177597867,"https://www.google.com/maps/search/?api=1&query=23.70991775,90.37735879",c(90.3773587905368, 23.7099177597867)
"G3_63",3,5,90.3609092592713,23.7174648114512,"https://www.google.com/maps/search/?api=1&query=23.71746481,90.36090925",c(90.3609092592713, 23.7174648114512)
"G3_64",3,5,90.3728606704319,23.7175784234022,"https://www.google.com/maps/search/?api=1&query=23.71757842,90.37286067",c(90.3728606704319, 23.7175784234022)
"G4_01",4,1,90.3750999930771,23.8287393397031,"https://www.google.com/maps/search/?api=1&query=23.82873933,90.37509999",c(90.3750999930771, 23.8287393397031)
"G4_02",4,1,90.3736913591211,23.8245255645134,"https://www.google.com/maps/search/?api=1&query=23.82452556,90.37369135",c(90.3736913591211, 23.8245255645134)
"G4_03",4,1,90.3801204150695,23.8204664202855,"https://www.google.com/maps/search/?api=1&query=23.82046642,90.38012041",c(90.3801204150695, 23.8204664202855)
"G4_04",4,1,90.3683220230073,23.821373438541,"https://www.google.com/maps/search/?api=1&query=23.82137343,90.36832202",c(90.3683220230073, 23.821373438541)
"G4_05",4,1,90.3699345985515,23.8181478359003,"https://www.google.com/maps/search/?api=1&query=23.81814783,90.36993459",c(90.3699345985515, 23.8181478359003)
"G4_06",4,1,90.3770260687004,23.8228027321067,"https://www.google.com/maps/search/?api=1&query=23.82280273,90.37702606",c(90.3770260687004, 23.8228027321067)
"G4_07",4,1,90.3715487805807,23.8184655042616,"https://www.google.com/maps/search/?api=1&query=23.81846550,90.37154878",c(90.3715487805807, 23.8184655042616)
"G4_08",4,1,90.3676471901355,23.8254790007542,"https://www.google.com/maps/search/?api=1&query=23.82547900,90.36764719",c(90.3676471901355, 23.8254790007542)
"G4_09",4,1,90.3750532980137,23.8200827438733,"https://www.google.com/maps/search/?api=1&query=23.82008274,90.37505329",c(90.3750532980137, 23.8200827438733)
"G4_10",4,2,90.3921037576523,23.8243183571802,"https://www.google.com/maps/search/?api=1&query=23.82431835,90.39210375",c(90.3921037576523, 23.8243183571802)
"G4_11",4,2,90.3922794497188,23.8180229177163,"https://www.google.com/maps/search/?api=1&query=23.81802291,90.39227944",c(90.3922794497188, 23.8180229177163)
"G4_12",4,2,90.3832054900929,23.8147095531146,"https://www.google.com/maps/search/?api=1&query=23.81470955,90.38320549",c(90.3832054900929, 23.8147095531146)
"G4_13",4,2,90.3805233126316,23.8163861634829,"https://www.google.com/maps/search/?api=1&query=23.81638616,90.38052331",c(90.3805233126316, 23.8163861634829)
"G4_14",4,2,90.3851338447184,23.8165873125884,"https://www.google.com/maps/search/?api=1&query=23.81658731,90.38513384",c(90.3851338447184, 23.8165873125884)
"G4_15",4,2,90.3884828430873,23.8182224503111,"https://www.google.com/maps/search/?api=1&query=23.81822245,90.38848284",c(90.3884828430873, 23.8182224503111)
"G4_16",4,2,90.3941258287943,23.8200348492155,"https://www.google.com/maps/search/?api=1&query=23.82003484,90.39412582",c(90.3941258287943, 23.8200348492155)
"G4_17",4,2,90.3865848373889,23.8172882362903,"https://www.google.com/maps/search/?api=1&query=23.81728823,90.38658483",c(90.3865848373889, 23.8172882362903)
"G4_18",4,2,90.3908909730519,23.8212542480953,"https://www.google.com/maps/search/?api=1&query=23.82125424,90.39089097",c(90.3908909730519, 23.8212542480953)
"G4_19",4,2,90.3948375640326,23.8217684148959,"https://www.google.com/maps/search/?api=1&query=23.82176841,90.39483756",c(90.3948375640326, 23.8217684148959)
"G4_20",4,2,90.3887100728751,23.8153691845745,"https://www.google.com/maps/search/?api=1&query=23.81536918,90.38871007",c(90.3887100728751, 23.8153691845745)
"G4_21",4,2,90.3889949977677,23.8186107791573,"https://www.google.com/maps/search/?api=1&query=23.81861077,90.38899499",c(90.3889949977677, 23.8186107791573)
"G4_22",4,2,90.3823066136418,23.8207973668096,"https://www.google.com/maps/search/?api=1&query=23.82079736,90.38230661",c(90.3823066136418, 23.8207973668096)
"G4_23",4,2,90.3814187960914,23.8120116510032,"https://www.google.com/maps/search/?api=1&query=23.81201165,90.38141879",c(90.3814187960914, 23.8120116510032)
"G4_24",4,3,90.3582326406876,23.8466546722351,"https://www.google.com/maps/search/?api=1&query=23.84665467,90.35823264",c(90.3582326406876, 23.8466546722351)
"G4_25",4,3,90.3630324803751,23.8386439974526,"https://www.google.com/maps/search/?api=1&query=23.83864399,90.36303248",c(90.3630324803751, 23.8386439974526)
"G4_26",4,3,90.3746333418828,23.8326557806778,"https://www.google.com/maps/search/?api=1&query=23.83265578,90.37463334",c(90.3746333418828, 23.8326557806778)
"G4_27",4,3,90.3636236046882,23.8322917029543,"https://www.google.com/maps/search/?api=1&query=23.83229170,90.36362360",c(90.3636236046882, 23.8322917029543)
"G4_28",4,3,90.3744024280512,23.8332485671946,"https://www.google.com/maps/search/?api=1&query=23.83324856,90.37440242",c(90.3744024280512, 23.8332485671946)
"G4_29",4,3,90.3666915380026,23.8283147242193,"https://www.google.com/maps/search/?api=1&query=23.82831472,90.36669153",c(90.3666915380026, 23.8283147242193)
"G4_30",4,3,90.3613741278156,23.8295729782628,"https://www.google.com/maps/search/?api=1&query=23.82957297,90.36137412",c(90.3613741278156, 23.8295729782628)
"G4_31",4,3,90.3675630698781,23.833623472218,"https://www.google.com/maps/search/?api=1&query=23.83362347,90.36756306",c(90.3675630698781, 23.833623472218)
"G4_32",4,3,90.3667504854415,23.8356701049017,"https://www.google.com/maps/search/?api=1&query=23.83567010,90.36675048",c(90.3667504854415, 23.8356701049017)
"G4_33",4,3,90.3743588049322,23.8325209689746,"https://www.google.com/maps/search/?api=1&query=23.83252096,90.37435880",c(90.3743588049322, 23.8325209689746)
"G4_34",4,4,90.3642277018876,23.8199466296522,"https://www.google.com/maps/search/?api=1&query=23.81994662,90.36422770",c(90.3642277018876, 23.8199466296522)
"G4_35",4,4,90.35683655219,23.8209183047751,"https://www.google.com/maps/search/?api=1&query=23.82091830,90.35683655",c(90.35683655219, 23.8209183047751)
"G4_36",4,4,90.3633952924271,23.8133129991321,"https://www.google.com/maps/search/?api=1&query=23.81331299,90.36339529",c(90.3633952924271, 23.8133129991321)
"G4_37",4,4,90.3609084707919,23.8229427416009,"https://www.google.com/maps/search/?api=1&query=23.82294274,90.36090847",c(90.3609084707919, 23.8229427416009)
"G4_38",4,4,90.3649027934176,23.8132282899462,"https://www.google.com/maps/search/?api=1&query=23.81322828,90.36490279",c(90.3649027934176, 23.8132282899462)
"G4_39",4,4,90.3547468343358,23.8269782237676,"https://www.google.com/maps/search/?api=1&query=23.82697822,90.35474683",c(90.3547468343358, 23.8269782237676)
"G4_40",4,4,90.3544255233703,23.8218479554636,"https://www.google.com/maps/search/?api=1&query=23.82184795,90.35442552",c(90.3544255233703, 23.8218479554636)
"G4_41",4,4,90.3653302875271,23.8217877861994,"https://www.google.com/maps/search/?api=1&query=23.82178778,90.36533028",c(90.3653302875271, 23.8217877861994)
"G4_42",4,4,90.3636994288808,23.8227082278861,"https://www.google.com/maps/search/?api=1&query=23.82270822,90.36369942",c(90.3636994288808, 23.8227082278861)
"G4_43",4,4,90.3582809488362,23.8141821905672,"https://www.google.com/maps/search/?api=1&query=23.81418219,90.35828094",c(90.3582809488362, 23.8141821905672)
"G4_44",4,4,90.3581475361852,23.818332991967,"https://www.google.com/maps/search/?api=1&query=23.81833299,90.35814753",c(90.3581475361852, 23.818332991967)
"G4_45",4,5,90.3726130840838,23.8116900153503,"https://www.google.com/maps/search/?api=1&query=23.81169001,90.37261308",c(90.3726130840838, 23.8116900153503)
"G4_46",4,5,90.372423069066,23.8142786661212,"https://www.google.com/maps/search/?api=1&query=23.81427866,90.37242306",c(90.372423069066, 23.8142786661212)
"G4_47",4,5,90.3641956161633,23.8098908489176,"https://www.google.com/maps/search/?api=1&query=23.80989084,90.36419561",c(90.3641956161633, 23.8098908489176)
"G4_48",4,5,90.3711607390565,23.8114051306836,"https://www.google.com/maps/search/?api=1&query=23.81140513,90.37116073",c(90.3711607390565, 23.8114051306836)
"G4_49",4,5,90.3791690743994,23.8114906438126,"https://www.google.com/maps/search/?api=1&query=23.81149064,90.37916907",c(90.3791690743994, 23.8114906438126)
"G4_50",4,5,90.3681383021409,23.8101649609437,"https://www.google.com/maps/search/?api=1&query=23.81016496,90.36813830",c(90.3681383021409, 23.8101649609437)
"G4_51",4,5,90.3724654692597,23.8101227719108,"https://www.google.com/maps/search/?api=1&query=23.81012277,90.37246546",c(90.3724654692597, 23.8101227719108)
"G4_52",4,5,90.3660334040937,23.8043938500611,"https://www.google.com/maps/search/?api=1&query=23.80439385,90.36603340",c(90.3660334040937, 23.8043938500611)
"G4_53",4,5,90.3739021895489,23.8077040407383,"https://www.google.com/maps/search/?api=1&query=23.80770404,90.37390218",c(90.3739021895489, 23.8077040407383)
"G4_54",4,5,90.3708018478128,23.8127901110676,"https://www.google.com/maps/search/?api=1&query=23.81279011,90.37080184",c(90.3708018478128, 23.8127901110676)
"G4_55",4,5,90.3719179126316,23.8084275954763,"https://www.google.com/maps/search/?api=1&query=23.80842759,90.37191791",c(90.3719179126316, 23.8084275954763)
"G4_56",4,5,90.3795858780648,23.81081914465,"https://www.google.com/maps/search/?api=1&query=23.81081914,90.37958587",c(90.3795858780648, 23.81081914465)
"G4_57",4,5,90.3788857192441,23.8122888214458,"https://www.google.com/maps/search/?api=1&query=23.81228882,90.37888571",c(90.3788857192441, 23.8122888214458)
"G4_58",4,5,90.3664957671569,23.8062334006342,"https://www.google.com/maps/search/?api=1&query=23.80623340,90.36649576",c(90.3664957671569, 23.8062334006342)
"G5_01",5,1,90.4020732145998,23.7629399448912,"https://www.google.com/maps/search/?api=1&query=23.76293994,90.40207321",c(90.4020732145998, 23.7629399448912)
"G5_02",5,1,90.396761861501,23.7577074662684,"https://www.google.com/maps/search/?api=1&query=23.75770746,90.39676186",c(90.396761861501, 23.7577074662684)
"G5_03",5,1,90.3997234144366,23.7598208902125,"https://www.google.com/maps/search/?api=1&query=23.75982089,90.39972341",c(90.3997234144366, 23.7598208902125)
"G5_04",5,1,90.3953302195105,23.7710797256968,"https://www.google.com/maps/search/?api=1&query=23.77107972,90.39533021",c(90.3953302195105, 23.7710797256968)
"G5_05",5,1,90.3894289045576,23.7610839650891,"https://www.google.com/maps/search/?api=1&query=23.76108396,90.38942890",c(90.3894289045576, 23.7610839650891)
"G5_06",5,1,90.3973632902149,23.7681851224307,"https://www.google.com/maps/search/?api=1&query=23.76818512,90.39736329",c(90.3973632902149, 23.7681851224307)
"G5_07",5,1,90.3971047271034,23.7603521935842,"https://www.google.com/maps/search/?api=1&query=23.76035219,90.39710472",c(90.3971047271034, 23.7603521935842)
"G5_08",5,1,90.4016781653087,23.7629833848044,"https://www.google.com/maps/search/?api=1&query=23.76298338,90.40167816",c(90.4016781653087, 23.7629833848044)
"G5_09",5,1,90.3948447061844,23.7756153096977,"https://www.google.com/maps/search/?api=1&query=23.77561530,90.39484470",c(90.3948447061844, 23.7756153096977)
"G5_10",5,1,90.4022402954099,23.7605878534104,"https://www.google.com/maps/search/?api=1&query=23.76058785,90.40224029",c(90.4022402954099, 23.7605878534104)
"G5_11",5,1,90.3881721973983,23.7632597724518,"https://www.google.com/maps/search/?api=1&query=23.76325977,90.38817219",c(90.3881721973983, 23.7632597724518)
"G5_12",5,1,90.398372724684,23.7635105574575,"https://www.google.com/maps/search/?api=1&query=23.76351055,90.39837272",c(90.398372724684, 23.7635105574575)
"G5_13",5,1,90.4025394218809,23.7621742902,"https://www.google.com/maps/search/?api=1&query=23.76217429,90.40253942",c(90.4025394218809, 23.7621742902)
"G5_14",5,2,90.3966490989869,23.7455505382793,"https://www.google.com/maps/search/?api=1&query=23.74555053,90.39664909",c(90.3966490989869, 23.7455505382793)
"G5_15",5,2,90.3911962591276,23.7410234988006,"https://www.google.com/maps/search/?api=1&query=23.74102349,90.39119625",c(90.3911962591276, 23.7410234988006)
"G5_16",5,2,90.3909851603981,23.7366103772928,"https://www.google.com/maps/search/?api=1&query=23.73661037,90.39098516",c(90.3909851603981, 23.7366103772928)
"G5_17",5,2,90.3967199448363,23.7430591372534,"https://www.google.com/maps/search/?api=1&query=23.74305913,90.39671994",c(90.3967199448363, 23.7430591372534)
"G5_18",5,2,90.387849786028,23.7479959013063,"https://www.google.com/maps/search/?api=1&query=23.74799590,90.38784978",c(90.387849786028, 23.7479959013063)
"G5_19",5,2,90.3863797942853,23.7433726073006,"https://www.google.com/maps/search/?api=1&query=23.74337260,90.38637979",c(90.3863797942853, 23.7433726073006)
"G5_20",5,2,90.3996276016987,23.7482420694457,"https://www.google.com/maps/search/?api=1&query=23.74824206,90.39962760",c(90.3996276016987, 23.7482420694457)
"G5_21",5,2,90.3990080810449,23.7505386158421,"https://www.google.com/maps/search/?api=1&query=23.75053861,90.39900808",c(90.3990080810449, 23.7505386158421)
"G5_22",5,2,90.3919118148607,23.7498164201187,"https://www.google.com/maps/search/?api=1&query=23.74981642,90.39191181",c(90.3919118148607, 23.7498164201187)
"G5_23",5,2,90.3982484922965,23.7449714028052,"https://www.google.com/maps/search/?api=1&query=23.74497140,90.39824849",c(90.3982484922965, 23.7449714028052)
"G5_24",5,3,90.3881441958502,23.7519828722764,"https://www.google.com/maps/search/?api=1&query=23.75198287,90.38814419",c(90.3881441958502, 23.7519828722764)
"G5_25",5,3,90.3769837773758,23.7540610456784,"https://www.google.com/maps/search/?api=1&query=23.75406104,90.37698377",c(90.3769837773758, 23.7540610456784)
"G5_26",5,3,90.3863239221704,23.7562180927308,"https://www.google.com/maps/search/?api=1&query=23.75621809,90.38632392",c(90.3863239221704, 23.7562180927308)
"G5_27",5,3,90.3802389800525,23.7488356910296,"https://www.google.com/maps/search/?api=1&query=23.74883569,90.38023898",c(90.3802389800525, 23.7488356910296)
"G5_28",5,3,90.3787387099271,23.7554480998977,"https://www.google.com/maps/search/?api=1&query=23.75544809,90.37873870",c(90.3787387099271, 23.7554480998977)
"G5_29",5,3,90.3771067105713,23.756541263117,"https://www.google.com/maps/search/?api=1&query=23.75654126,90.37710671",c(90.3771067105713, 23.756541263117)
"G5_30",5,3,90.380101038042,23.7546876203901,"https://www.google.com/maps/search/?api=1&query=23.75468762,90.38010103",c(90.380101038042, 23.7546876203901)
"G5_31",5,3,90.3854004796981,23.7492640575167,"https://www.google.com/maps/search/?api=1&query=23.74926405,90.38540047",c(90.3854004796981, 23.7492640575167)
"G5_32",5,3,90.3844501417835,23.7573672679453,"https://www.google.com/maps/search/?api=1&query=23.75736726,90.38445014",c(90.3844501417835, 23.7573672679453)
"G5_33",5,3,90.3815026728406,23.7532650680026,"https://www.google.com/maps/search/?api=1&query=23.75326506,90.38150267",c(90.3815026728406, 23.7532650680026)
"G5_34",5,3,90.3835625528791,23.7503004937207,"https://www.google.com/maps/search/?api=1&query=23.75030049,90.38356255",c(90.3835625528791, 23.7503004937207)
"G5_35",5,3,90.3833537013242,23.7470218007188,"https://www.google.com/maps/search/?api=1&query=23.74702180,90.38335370",c(90.3833537013242, 23.7470218007188)
"G5_36",5,3,90.3874042997646,23.7490364874704,"https://www.google.com/maps/search/?api=1&query=23.74903648,90.38740429",c(90.3874042997646, 23.7490364874704)
"G5_37",5,4,90.4087750959328,23.7673296493586,"https://www.google.com/maps/search/?api=1&query=23.76732964,90.40877509",c(90.4087750959328, 23.7673296493586)
"G5_38",5,4,90.4137941162652,23.7560816735266,"https://www.google.com/maps/search/?api=1&query=23.75608167,90.41379411",c(90.4137941162652, 23.7560816735266)
"G5_39",5,4,90.4114798599999,23.7580473074114,"https://www.google.com/maps/search/?api=1&query=23.75804730,90.41147985",c(90.4114798599999, 23.7580473074114)
"G5_40",5,4,90.411969470293,23.7630113644872,"https://www.google.com/maps/search/?api=1&query=23.76301136,90.41196947",c(90.411969470293, 23.7630113644872)
"G5_41",5,4,90.4058309176195,23.7634317242579,"https://www.google.com/maps/search/?api=1&query=23.76343172,90.40583091",c(90.4058309176195, 23.7634317242579)
"G5_42",5,4,90.4137792370799,23.7582303758391,"https://www.google.com/maps/search/?api=1&query=23.75823037,90.41377923",c(90.4137792370799, 23.7582303758391)
"G5_43",5,4,90.4088800181103,23.7657387709917,"https://www.google.com/maps/search/?api=1&query=23.76573877,90.40888001",c(90.4088800181103, 23.7657387709917)
"G5_44",5,4,90.4096095617888,23.7575843146098,"https://www.google.com/maps/search/?api=1&query=23.75758431,90.40960956",c(90.4096095617888, 23.7575843146098)
"G5_45",5,5,90.4099619520107,23.7462909885517,"https://www.google.com/maps/search/?api=1&query=23.74629098,90.40996195",c(90.4099619520107, 23.7462909885517)
"G5_46",5,5,90.4068270278487,23.7486018151463,"https://www.google.com/maps/search/?api=1&query=23.74860181,90.40682702",c(90.4068270278487, 23.7486018151463)
"G5_47",5,5,90.4153299669529,23.7463477356443,"https://www.google.com/maps/search/?api=1&query=23.74634773,90.41532996",c(90.4153299669529, 23.7463477356443)
"G5_48",5,5,90.4055770478542,23.7516422548521,"https://www.google.com/maps/search/?api=1&query=23.75164225,90.40557704",c(90.4055770478542, 23.7516422548521)
"G5_49",5,5,90.4114544159768,23.7444065674681,"https://www.google.com/maps/search/?api=1&query=23.74440656,90.41145441",c(90.4114544159768, 23.7444065674681)
"G5_50",5,5,90.409741381345,23.7458977594098,"https://www.google.com/maps/search/?api=1&query=23.74589775,90.40974138",c(90.409741381345, 23.7458977594098)
"G5_51",5,5,90.4045570953666,23.7516512122572,"https://www.google.com/maps/search/?api=1&query=23.75165121,90.40455709",c(90.4045570953666, 23.7516512122572)
"G5_52",5,5,90.405635299313,23.7513773912421,"https://www.google.com/maps/search/?api=1&query=23.75137739,90.40563529",c(90.405635299313, 23.7513773912421)
"G5_53",5,5,90.4027147851619,23.7485751715661,"https://www.google.com/maps/search/?api=1&query=23.74857517,90.40271478",c(90.4027147851619, 23.7485751715661)
"G5_54",5,5,90.4100858867536,23.7477482605457,"https://www.google.com/maps/search/?api=1&query=23.74774826,90.41008588",c(90.4100858867536, 23.7477482605457)
"G6_01",6,1,90.4336655107206,23.8266307609061,"https://www.google.com/maps/search/?api=1&query=23.82663076,90.43366551",c(90.4336655107206, 23.8266307609061)
"G6_02",6,1,90.4331502109548,23.8246504354453,"https://www.google.com/maps/search/?api=1&query=23.82465043,90.43315021",c(90.4331502109548, 23.8246504354453)
"G6_03",6,1,90.4366708022416,23.8213962621872,"https://www.google.com/maps/search/?api=1&query=23.82139626,90.43667080",c(90.4366708022416, 23.8213962621872)
"G6_04",6,1,90.4301574943943,23.8185443707638,"https://www.google.com/maps/search/?api=1&query=23.81854437,90.43015749",c(90.4301574943943, 23.8185443707638)
"G6_05",6,1,90.4299712778912,23.8183886661355,"https://www.google.com/maps/search/?api=1&query=23.81838866,90.42997127",c(90.4299712778912, 23.8183886661355)
"G6_06",6,1,90.4404389287037,23.8255377280652,"https://www.google.com/maps/search/?api=1&query=23.82553772,90.44043892",c(90.4404389287037, 23.8255377280652)
"G6_07",6,1,90.4357891648283,23.8204615426705,"https://www.google.com/maps/search/?api=1&query=23.82046154,90.43578916",c(90.4357891648283, 23.8204615426705)
"G6_08",6,1,90.4306907374321,23.8303387398357,"https://www.google.com/maps/search/?api=1&query=23.83033873,90.43069073",c(90.4306907374321, 23.8303387398357)
"G6_09",6,1,90.434491124333,23.8222766524857,"https://www.google.com/maps/search/?api=1&query=23.82227665,90.43449112",c(90.434491124333, 23.8222766524857)
"G6_10",6,1,90.4373473853835,23.8200697975124,"https://www.google.com/maps/search/?api=1&query=23.82006979,90.43734738",c(90.4373473853835, 23.8200697975124)
"G6_11",6,1,90.425146182825,23.8222677064487,"https://www.google.com/maps/search/?api=1&query=23.82226770,90.42514618",c(90.425146182825, 23.8222677064487)
"G6_12",6,1,90.4370299445424,23.8274184274782,"https://www.google.com/maps/search/?api=1&query=23.82741842,90.43702994",c(90.4370299445424, 23.8274184274782)
"G6_13",6,1,90.4370251240249,23.8225195103229,"https://www.google.com/maps/search/?api=1&query=23.82251951,90.43702512",c(90.4370251240249, 23.8225195103229)
"G6_14",6,1,90.4348958832102,23.8338971078002,"https://www.google.com/maps/search/?api=1&query=23.83389710,90.43489588",c(90.4348958832102, 23.8338971078002)
"G6_15",6,1,90.4296038103541,23.8248386239943,"https://www.google.com/maps/search/?api=1&query=23.82483862,90.42960381",c(90.4296038103541, 23.8248386239943)
"G6_16",6,2,90.4733924885496,23.8313937380564,"https://www.google.com/maps/search/?api=1&query=23.83139373,90.47339248",c(90.4733924885496, 23.8313937380564)
"G6_17",6,2,90.4789901731426,23.8032927787747,"https://www.google.com/maps/search/?api=1&query=23.80329277,90.47899017",c(90.4789901731426, 23.8032927787747)
"G6_18",6,2,90.4753796996377,23.8288839360102,"https://www.google.com/maps/search/?api=1&query=23.82888393,90.47537969",c(90.4753796996377, 23.8288839360102)
"G6_19",6,2,90.4808306402208,23.8024420473026,"https://www.google.com/maps/search/?api=1&query=23.80244204,90.48083064",c(90.4808306402208, 23.8024420473026)
"G6_20",6,2,90.4782233123345,23.8301755992191,"https://www.google.com/maps/search/?api=1&query=23.83017559,90.47822331",c(90.4782233123345, 23.8301755992191)
"G6_21",6,2,90.4780083218764,23.8028960247557,"https://www.google.com/maps/search/?api=1&query=23.80289602,90.47800832",c(90.4780083218764, 23.8028960247557)
"G6_22",6,2,90.4808147839169,23.8248236973439,"https://www.google.com/maps/search/?api=1&query=23.82482369,90.48081478",c(90.4808147839169, 23.8248236973439)
"G6_23",6,2,90.4749475516343,23.7990048530792,"https://www.google.com/maps/search/?api=1&query=23.79900485,90.47494755",c(90.4749475516343, 23.7990048530792)
"G6_24",6,2,90.4766912303653,23.8011468571794,"https://www.google.com/maps/search/?api=1&query=23.80114685,90.47669123",c(90.4766912303653, 23.8011468571794)
"G6_25",6,2,90.4833915874632,23.8047707121289,"https://www.google.com/maps/search/?api=1&query=23.80477071,90.48339158",c(90.4833915874632, 23.8047707121289)
"G6_26",6,2,90.4792498618646,23.8017405519247,"https://www.google.com/maps/search/?api=1&query=23.80174055,90.47924986",c(90.4792498618646, 23.8017405519247)
"G6_27",6,2,90.4814071211912,23.8301687097393,"https://www.google.com/maps/search/?api=1&query=23.83016870,90.48140712",c(90.4814071211912, 23.8301687097393)
"G6_28",6,2,90.4847708334891,23.8260948848517,"https://www.google.com/maps/search/?api=1&query=23.82609488,90.48477083",c(90.4847708334891, 23.8260948848517)
"G6_29",6,2,90.4804736823817,23.8263590089576,"https://www.google.com/maps/search/?api=1&query=23.82635900,90.48047368",c(90.4804736823817, 23.8263590089576)
"G6_30",6,3,90.427621578222,23.8127907030506,"https://www.google.com/maps/search/?api=1&query=23.81279070,90.42762157",c(90.427621578222, 23.8127907030506)
"G6_31",6,3,90.4425502865762,23.8183651041857,"https://www.google.com/maps/search/?api=1&query=23.81836510,90.44255028",c(90.4425502865762, 23.8183651041857)
"G6_32",6,3,90.431238236567,23.803670349095,"https://www.google.com/maps/search/?api=1&query=23.80367034,90.43123823",c(90.431238236567, 23.803670349095)
"G6_33",6,3,90.4320754488721,23.8015197157971,"https://www.google.com/maps/search/?api=1&query=23.80151971,90.43207544",c(90.4320754488721, 23.8015197157971)
"G6_34",6,3,90.4393675157559,23.8189755934188,"https://www.google.com/maps/search/?api=1&query=23.81897559,90.43936751",c(90.4393675157559, 23.8189755934188)
"G6_35",6,3,90.4358288536065,23.8051001717411,"https://www.google.com/maps/search/?api=1&query=23.80510017,90.43582885",c(90.4358288536065, 23.8051001717411)
"G6_36",6,3,90.4369169466262,23.8166117629912,"https://www.google.com/maps/search/?api=1&query=23.81661176,90.43691694",c(90.4369169466262, 23.8166117629912)
"G6_37",6,3,90.4356389333515,23.8103450718178,"https://www.google.com/maps/search/?api=1&query=23.81034507,90.43563893",c(90.4356389333515, 23.8103450718178)
"G6_38",6,3,90.4263698507072,23.8040408772368,"https://www.google.com/maps/search/?api=1&query=23.80404087,90.42636985",c(90.4263698507072, 23.8040408772368)
"G6_39",6,3,90.4274561768352,23.8147462974629,"https://www.google.com/maps/search/?api=1&query=23.81474629,90.42745617",c(90.4274561768352, 23.8147462974629)
"G6_40",6,3,90.430219532571,23.8072020379759,"https://www.google.com/maps/search/?api=1&query=23.80720203,90.43021953",c(90.430219532571, 23.8072020379759)
"G6_41",6,4,90.4672771458478,23.797600926064,"https://www.google.com/maps/search/?api=1&query=23.79760092,90.46727714",c(90.4672771458478, 23.797600926064)
"G6_42",6,4,90.4694977965003,23.7857295855293,"https://www.google.com/maps/search/?api=1&query=23.78572958,90.46949779",c(90.4694977965003, 23.7857295855293)
"G6_43",6,4,90.4563528555597,23.8064182739148,"https://www.google.com/maps/search/?api=1&query=23.80641827,90.45635285",c(90.4563528555597, 23.8064182739148)
"G6_44",6,4,90.4697096094887,23.7856491001374,"https://www.google.com/maps/search/?api=1&query=23.78564910,90.46970960",c(90.4697096094887, 23.7856491001374)
"G6_45",6,4,90.4449408857228,23.8181546295307,"https://www.google.com/maps/search/?api=1&query=23.81815462,90.44494088",c(90.4449408857228, 23.8181546295307)
"G6_46",6,4,90.4448618573733,23.822435327251,"https://www.google.com/maps/search/?api=1&query=23.82243532,90.44486185",c(90.4448618573733, 23.822435327251)
"G6_47",6,4,90.4444252065915,23.8213053013836,"https://www.google.com/maps/search/?api=1&query=23.82130530,90.44442520",c(90.4444252065915, 23.8213053013836)
"G6_48",6,4,90.444951358167,23.8219116213425,"https://www.google.com/maps/search/?api=1&query=23.82191162,90.44495135",c(90.444951358167, 23.8219116213425)
"G6_49",6,4,90.4426832466254,23.8203671405684,"https://www.google.com/maps/search/?api=1&query=23.82036714,90.44268324",c(90.4426832466254, 23.8203671405684)
"G6_50",6,4,90.4677034660746,23.7849166685014,"https://www.google.com/maps/search/?api=1&query=23.78491666,90.46770346",c(90.4677034660746, 23.7849166685014)
"G6_51",6,4,90.4482439769265,23.7934409058053,"https://www.google.com/maps/search/?api=1&query=23.79344090,90.44824397",c(90.4482439769265, 23.7934409058053)
"G6_52",6,5,90.4204688715661,23.8170976983569,"https://www.google.com/maps/search/?api=1&query=23.81709769,90.42046887",c(90.4204688715661, 23.8170976983569)
"G6_53",6,5,90.4232094374923,23.8182511472822,"https://www.google.com/maps/search/?api=1&query=23.81825114,90.42320943",c(90.4232094374923, 23.8182511472822)
"G6_54",6,5,90.4216118092908,23.8029655667855,"https://www.google.com/maps/search/?api=1&query=23.80296556,90.42161180",c(90.4216118092908, 23.8029655667855)
"G6_55",6,5,90.4272430756284,23.8155391078157,"https://www.google.com/maps/search/?api=1&query=23.81553910,90.42724307",c(90.4272430756284, 23.8155391078157)
"G6_56",6,5,90.4264795390293,23.8130606120008,"https://www.google.com/maps/search/?api=1&query=23.81306061,90.42647953",c(90.4264795390293, 23.8130606120008)
"G6_57",6,5,90.4238148051993,23.8186408844935,"https://www.google.com/maps/search/?api=1&query=23.81864088,90.42381480",c(90.4238148051993, 23.8186408844935)
"G6_58",6,5,90.4159455279276,23.8076270798332,"https://www.google.com/maps/search/?api=1&query=23.80762707,90.41594552",c(90.4159455279276, 23.8076270798332)
"G6_59",6,5,90.4224437859479,23.822669970757,"https://www.google.com/maps/search/?api=1&query=23.82266997,90.42244378",c(90.4224437859479, 23.822669970757)
"G6_60",6,5,90.4172364270275,23.8137020452781,"https://www.google.com/maps/search/?api=1&query=23.81370204,90.41723642",c(90.4172364270275, 23.8137020452781)
"G6_61",6,5,90.4172695800007,23.8065239378917,"https://www.google.com/maps/search/?api=1&query=23.80652393,90.41726958",c(90.4172695800007, 23.8065239378917)
