"ID","group","day_cluster","link"
"G8_01",8,1,"https://www.google.com/maps/search/?api=1&query=23.88064259,90.43876058"
"G8_02",8,1,"https://www.google.com/maps/search/?api=1&query=23.88608118,90.43344717"
"G8_03",8,1,"https://www.google.com/maps/search/?api=1&query=23.88267634,90.43532352"
"G8_04",8,1,"https://www.google.com/maps/search/?api=1&query=23.87960447,90.43255918"
"G8_05",8,1,"https://www.google.com/maps/search/?api=1&query=23.88064295,90.44042031"
"G8_06",8,1,"https://www.google.com/maps/search/?api=1&query=23.88245985,90.43270652"
"G8_07",8,1,"https://www.google.com/maps/search/?api=1&query=23.87974046,90.42851483"
"G8_08",8,2,"https://www.google.com/maps/search/?api=1&query=23.85719458,90.45515753"
"G8_09",8,2,"https://www.google.com/maps/search/?api=1&query=23.85993021,90.46792670"
"G8_10",8,2,"https://www.google.com/maps/search/?api=1&query=23.85873412,90.45675684"
"G8_11",8,2,"https://www.google.com/maps/search/?api=1&query=23.87227990,90.45434592"
"G8_12",8,2,"https://www.google.com/maps/search/?api=1&query=23.86041221,90.46387023"
"G8_13",8,2,"https://www.google.com/maps/search/?api=1&query=23.86982494,90.45299427"
"G8_14",8,3,"https://www.google.com/maps/search/?api=1&query=23.85759733,90.44122845"
"G8_15",8,3,"https://www.google.com/maps/search/?api=1&query=23.85452886,90.45443094"
"G8_16",8,3,"https://www.google.com/maps/search/?api=1&query=23.85415156,90.44983668"
"G8_17",8,3,"https://www.google.com/maps/search/?api=1&query=23.86042438,90.44209548"
"G8_18",8,3,"https://www.google.com/maps/search/?api=1&query=23.85563737,90.44242777"
"G8_19",8,3,"https://www.google.com/maps/search/?api=1&query=23.85448741,90.45051028"
"G8_20",8,4,"https://www.google.com/maps/search/?api=1&query=23.87912408,90.41734703"
"G8_21",8,4,"https://www.google.com/maps/search/?api=1&query=23.88367224,90.41743728"
"G8_22",8,4,"https://www.google.com/maps/search/?api=1&query=23.88017576,90.41733463"
"G8_23",8,4,"https://www.google.com/maps/search/?api=1&query=23.87716180,90.42126667"
"G8_24",8,4,"https://www.google.com/maps/search/?api=1&query=23.88063981,90.42596491"
"G8_25",8,4,"https://www.google.com/maps/search/?api=1&query=23.87773430,90.41824973"
"G8_26",8,4,"https://www.google.com/maps/search/?api=1&query=23.88195227,90.42197564"
"G8_27",8,4,"https://www.google.com/maps/search/?api=1&query=23.88490190,90.42055538"
"G8_28",8,5,"https://www.google.com/maps/search/?api=1&query=23.89156518,90.42720826"
"G8_29",8,5,"https://www.google.com/maps/search/?api=1&query=23.88879779,90.43227260"
"G8_30",8,5,"https://www.google.com/maps/search/?api=1&query=23.89318061,90.42996028"
"G8_31",8,5,"https://www.google.com/maps/search/?api=1&query=23.88896667,90.43007900"
"G8_32",8,5,"https://www.google.com/maps/search/?api=1&query=23.88988722,90.42900278"
"G8_33",8,5,"https://www.google.com/maps/search/?api=1&query=23.89846896,90.43510139"
"G8_34",8,5,"https://www.google.com/maps/search/?api=1&query=23.89455879,90.43902265"
"G8_35",8,6,"https://www.google.com/maps/search/?api=1&query=23.87598282,90.44564091"
"G8_36",8,6,"https://www.google.com/maps/search/?api=1&query=23.89312162,90.44325441"
"G8_37",8,6,"https://www.google.com/maps/search/?api=1&query=23.88179996,90.44816788"
"G8_38",8,6,"https://www.google.com/maps/search/?api=1&query=23.88215998,90.44242461"
"G8_39",8,6,"https://www.google.com/maps/search/?api=1&query=23.89162372,90.45464582"
"G8_40",8,6,"https://www.google.com/maps/search/?api=1&query=23.88851432,90.45516288"
"G8_41",8,6,"https://www.google.com/maps/search/?api=1&query=23.88273267,90.44309319"
"G8_42",8,6,"https://www.google.com/maps/search/?api=1&query=23.88187386,90.44973582"
"G8_43",8,7,"https://www.google.com/maps/search/?api=1&query=23.87148140,90.43484316"
"G8_44",8,7,"https://www.google.com/maps/search/?api=1&query=23.87311626,90.43275492"
"G8_45",8,7,"https://www.google.com/maps/search/?api=1&query=23.86951447,90.43525777"
"G8_46",8,7,"https://www.google.com/maps/search/?api=1&query=23.86698638,90.44045186"
"G8_47",8,7,"https://www.google.com/maps/search/?api=1&query=23.87038755,90.43702284"
"G8_48",8,7,"https://www.google.com/maps/search/?api=1&query=23.87256077,90.44037995"
"G8_49",8,7,"https://www.google.com/maps/search/?api=1&query=23.87185135,90.43364755"
"G8_50",8,7,"https://www.google.com/maps/search/?api=1&query=23.86321275,90.43662144"
"G8_51",8,7,"https://www.google.com/maps/search/?api=1&query=23.86747393,90.44464584"
