"ID","group","day_cluster","link"
"G1_01",1,1,"https://www.google.com/maps/search/?api=1&query=23.80494401,90.42094419"
"G1_02",1,1,"https://www.google.com/maps/search/?api=1&query=23.79188335,90.43104399"
"G1_03",1,1,"https://www.google.com/maps/search/?api=1&query=23.79855671,90.42011497"
"G1_04",1,1,"https://www.google.com/maps/search/?api=1&query=23.80331089,90.42390406"
"G1_05",1,1,"https://www.google.com/maps/search/?api=1&query=23.79791991,90.42471986"
"G1_06",1,1,"https://www.google.com/maps/search/?api=1&query=23.78957450,90.42687955"
"G1_07",1,1,"https://www.google.com/maps/search/?api=1&query=23.79656288,90.42732921"
"G1_08",1,2,"https://www.google.com/maps/search/?api=1&query=23.78518104,90.41804932"
"G1_09",1,2,"https://www.google.com/maps/search/?api=1&query=23.78634215,90.42833607"
"G1_10",1,2,"https://www.google.com/maps/search/?api=1&query=23.78131353,90.41722184"
"G1_11",1,2,"https://www.google.com/maps/search/?api=1&query=23.78212935,90.41741297"
"G1_12",1,2,"https://www.google.com/maps/search/?api=1&query=23.78801959,90.42005930"
"G1_13",1,2,"https://www.google.com/maps/search/?api=1&query=23.77758758,90.42137533"
"G1_14",1,3,"https://www.google.com/maps/search/?api=1&query=23.80190010,90.39276155"
"G1_15",1,3,"https://www.google.com/maps/search/?api=1&query=23.80142023,90.40470116"
"G1_16",1,3,"https://www.google.com/maps/search/?api=1&query=23.80458944,90.40735759"
"G1_17",1,3,"https://www.google.com/maps/search/?api=1&query=23.80283497,90.39267690"
"G1_18",1,3,"https://www.google.com/maps/search/?api=1&query=23.81100470,90.41185584"
"G1_19",1,3,"https://www.google.com/maps/search/?api=1&query=23.80485251,90.40768415"
"G1_20",1,3,"https://www.google.com/maps/search/?api=1&query=23.80063123,90.39248707"
"G1_21",1,4,"https://www.google.com/maps/search/?api=1&query=23.77364023,90.41322909"
"G1_22",1,4,"https://www.google.com/maps/search/?api=1&query=23.77417454,90.41928101"
"G1_23",1,4,"https://www.google.com/maps/search/?api=1&query=23.77010724,90.41084393"
"G1_24",1,4,"https://www.google.com/maps/search/?api=1&query=23.77824199,90.41272677"
"G1_25",1,4,"https://www.google.com/maps/search/?api=1&query=23.77978815,90.41419512"
"G1_26",1,4,"https://www.google.com/maps/search/?api=1&query=23.77691606,90.41356058"
"G1_27",1,4,"https://www.google.com/maps/search/?api=1&query=23.77250473,90.41336374"
"G1_28",1,4,"https://www.google.com/maps/search/?api=1&query=23.77926208,90.41264211"
"G1_29",1,5,"https://www.google.com/maps/search/?api=1&query=23.77678763,90.40569697"
"G1_30",1,5,"https://www.google.com/maps/search/?api=1&query=23.78401155,90.40959433"
"G1_31",1,5,"https://www.google.com/maps/search/?api=1&query=23.77745678,90.40329514"
"G1_32",1,5,"https://www.google.com/maps/search/?api=1&query=23.77819459,90.40861140"
"G1_33",1,5,"https://www.google.com/maps/search/?api=1&query=23.77845522,90.40518341"
"G1_34",1,6,"https://www.google.com/maps/search/?api=1&query=23.77545769,90.39876429"
"G1_35",1,6,"https://www.google.com/maps/search/?api=1&query=23.77038331,90.40320769"
"G1_36",1,6,"https://www.google.com/maps/search/?api=1&query=23.77510071,90.39745011"
"G1_37",1,6,"https://www.google.com/maps/search/?api=1&query=23.77312601,90.39748338"
"G1_38",1,6,"https://www.google.com/maps/search/?api=1&query=23.78608101,90.38746865"
"G1_39",1,6,"https://www.google.com/maps/search/?api=1&query=23.77450288,90.39601777"
"G1_40",1,6,"https://www.google.com/maps/search/?api=1&query=23.77204355,90.40271096"
"G1_41",1,6,"https://www.google.com/maps/search/?api=1&query=23.77536956,90.40090955"
"G1_42",1,6,"https://www.google.com/maps/search/?api=1&query=23.77299759,90.39069663"
"G1_43",1,7,"https://www.google.com/maps/search/?api=1&query=23.79690817,90.41475203"
"G1_44",1,7,"https://www.google.com/maps/search/?api=1&query=23.78710783,90.41010034"
"G1_45",1,7,"https://www.google.com/maps/search/?api=1&query=23.79194985,90.41199493"
"G1_46",1,7,"https://www.google.com/maps/search/?api=1&query=23.79501364,90.41602860"
"G1_47",1,7,"https://www.google.com/maps/search/?api=1&query=23.79610361,90.41712169"
"G1_48",1,7,"https://www.google.com/maps/search/?api=1&query=23.78607493,90.41331998"
"G1_49",1,7,"https://www.google.com/maps/search/?api=1&query=23.78747343,90.41554980"
"G1_50",1,7,"https://www.google.com/maps/search/?api=1&query=23.78794907,90.42277666"
