"ID","group","day_cluster","link"
"G7_01",7,1,"https://www.google.com/maps/search/?api=1&query=23.75368914,90.37290401"
"G7_02",7,1,"https://www.google.com/maps/search/?api=1&query=23.75068743,90.37903216"
"G7_03",7,1,"https://www.google.com/maps/search/?api=1&query=23.75387259,90.37665854"
"G7_04",7,1,"https://www.google.com/maps/search/?api=1&query=23.74954380,90.37230431"
"G7_05",7,1,"https://www.google.com/maps/search/?api=1&query=23.75249961,90.36887545"
"G7_06",7,1,"https://www.google.com/maps/search/?api=1&query=23.75511134,90.37858825"
"G7_07",7,1,"https://www.google.com/maps/search/?api=1&query=23.75731078,90.36959370"
"G7_08",7,2,"https://www.google.com/maps/search/?api=1&query=23.75496966,90.34967328"
"G7_09",7,2,"https://www.google.com/maps/search/?api=1&query=23.74520252,90.34850566"
"G7_10",7,2,"https://www.google.com/maps/search/?api=1&query=23.74256316,90.35409931"
"G7_11",7,2,"https://www.google.com/maps/search/?api=1&query=23.74734112,90.34377132"
"G7_12",7,2,"https://www.google.com/maps/search/?api=1&query=23.74894886,90.34439725"
"G7_13",7,2,"https://www.google.com/maps/search/?api=1&query=23.74244018,90.35147060"
"G7_14",7,2,"https://www.google.com/maps/search/?api=1&query=23.74586521,90.35090568"
"G7_15",7,3,"https://www.google.com/maps/search/?api=1&query=23.76072604,90.36054779"
"G7_16",7,3,"https://www.google.com/maps/search/?api=1&query=23.75633166,90.35615674"
"G7_17",7,3,"https://www.google.com/maps/search/?api=1&query=23.76032604,90.35745812"
"G7_18",7,3,"https://www.google.com/maps/search/?api=1&query=23.75398093,90.35375870"
"G7_19",7,3,"https://www.google.com/maps/search/?api=1&query=23.76185023,90.35278433"
"G7_20",7,3,"https://www.google.com/maps/search/?api=1&query=23.76351780,90.35997371"
"G7_21",7,3,"https://www.google.com/maps/search/?api=1&query=23.76301629,90.35887237"
"G7_22",7,3,"https://www.google.com/maps/search/?api=1&query=23.75962172,90.35334725"
"G7_23",7,3,"https://www.google.com/maps/search/?api=1&query=23.75831419,90.36445170"
"G7_24",7,3,"https://www.google.com/maps/search/?api=1&query=23.75610629,90.35713093"
"G7_25",7,3,"https://www.google.com/maps/search/?api=1&query=23.75341843,90.35965931"
"G7_26",7,4,"https://www.google.com/maps/search/?api=1&query=23.76978619,90.36356802"
"G7_27",7,4,"https://www.google.com/maps/search/?api=1&query=23.76428484,90.36157861"
"G7_28",7,4,"https://www.google.com/maps/search/?api=1&query=23.77165768,90.37947685"
"G7_29",7,4,"https://www.google.com/maps/search/?api=1&query=23.76906308,90.36242124"
"G7_30",7,4,"https://www.google.com/maps/search/?api=1&query=23.76997895,90.36333548"
"G7_31",7,4,"https://www.google.com/maps/search/?api=1&query=23.76323211,90.36226850"
"G7_32",7,4,"https://www.google.com/maps/search/?api=1&query=23.76187049,90.36479267"
"G7_33",7,4,"https://www.google.com/maps/search/?api=1&query=23.77152967,90.36586807"
"G7_34",7,4,"https://www.google.com/maps/search/?api=1&query=23.77047775,90.36436821"
"G7_35",7,4,"https://www.google.com/maps/search/?api=1&query=23.76280516,90.36590548"
"G7_36",7,5,"https://www.google.com/maps/search/?api=1&query=23.75393335,90.34167434"
"G7_37",7,5,"https://www.google.com/maps/search/?api=1&query=23.75280453,90.33930161"
"G7_38",7,5,"https://www.google.com/maps/search/?api=1&query=23.75522292,90.33582025"
"G7_39",7,5,"https://www.google.com/maps/search/?api=1&query=23.75906869,90.34783264"
"G7_40",7,5,"https://www.google.com/maps/search/?api=1&query=23.75688802,90.34322747"
"G7_41",7,5,"https://www.google.com/maps/search/?api=1&query=23.75484935,90.34081140"
"G7_42",7,5,"https://www.google.com/maps/search/?api=1&query=23.75491190,90.34028448"
"G7_43",7,6,"https://www.google.com/maps/search/?api=1&query=23.74538618,90.36262035"
"G7_44",7,6,"https://www.google.com/maps/search/?api=1&query=23.74335353,90.36295666"
"G7_45",7,6,"https://www.google.com/maps/search/?api=1&query=23.74424655,90.37280959"
"G7_46",7,6,"https://www.google.com/maps/search/?api=1&query=23.74116862,90.35868688"
"G7_47",7,6,"https://www.google.com/maps/search/?api=1&query=23.75228062,90.36562043"
"G7_48",7,6,"https://www.google.com/maps/search/?api=1&query=23.74815785,90.36185399"
"G7_49",7,6,"https://www.google.com/maps/search/?api=1&query=23.74418369,90.37000193"
"G7_50",7,6,"https://www.google.com/maps/search/?api=1&query=23.74694627,90.36709199"
"G7_51",7,6,"https://www.google.com/maps/search/?api=1&query=23.73909229,90.36628608"
"G7_52",7,6,"https://www.google.com/maps/search/?api=1&query=23.75089541,90.36419574"
"G7_53",7,7,"https://www.google.com/maps/search/?api=1&query=23.76522056,90.35266017"
"G7_54",7,7,"https://www.google.com/maps/search/?api=1&query=23.76603857,90.34798976"
"G7_55",7,7,"https://www.google.com/maps/search/?api=1&query=23.76239333,90.35106903"
"G7_56",7,7,"https://www.google.com/maps/search/?api=1&query=23.76843859,90.34505803"
"G7_57",7,7,"https://www.google.com/maps/search/?api=1&query=23.76943564,90.35557448"
"G7_58",7,7,"https://www.google.com/maps/search/?api=1&query=23.77346403,90.35123395"
"G7_59",7,7,"https://www.google.com/maps/search/?api=1&query=23.76457905,90.35273252"
"G7_60",7,7,"https://www.google.com/maps/search/?api=1&query=23.77489619,90.33518513"
"G7_61",7,7,"https://www.google.com/maps/search/?api=1&query=23.76356204,90.34513911"
"G7_62",7,7,"https://www.google.com/maps/search/?api=1&query=23.77494384,90.35114990"
"G7_63",7,7,"https://www.google.com/maps/search/?api=1&query=23.76476062,90.35166089"
