"ID","group","day_cluster","link"
"G4_01",4,1,"https://www.google.com/maps/search/?api=1&query=23.81816298,90.43009241"
"G4_02",4,1,"https://www.google.com/maps/search/?api=1&query=23.81245078,90.42327214"
"G4_03",4,1,"https://www.google.com/maps/search/?api=1&query=23.80694026,90.42543429"
"G4_04",4,1,"https://www.google.com/maps/search/?api=1&query=23.81450025,90.41859124"
"G4_05",4,1,"https://www.google.com/maps/search/?api=1&query=23.81697219,90.42470931"
"G4_06",4,1,"https://www.google.com/maps/search/?api=1&query=23.80744121,90.42532350"
"G4_07",4,2,"https://www.google.com/maps/search/?api=1&query=23.84203360,90.44375508"
"G4_08",4,2,"https://www.google.com/maps/search/?api=1&query=23.83831496,90.44255081"
"G4_09",4,2,"https://www.google.com/maps/search/?api=1&query=23.83186041,90.45717241"
"G4_10",4,2,"https://www.google.com/maps/search/?api=1&query=23.84346616,90.44650154"
"G4_11",4,2,"https://www.google.com/maps/search/?api=1&query=23.82785282,90.45077560"
"G4_12",4,2,"https://www.google.com/maps/search/?api=1&query=23.83988086,90.45035812"
"G4_13",4,2,"https://www.google.com/maps/search/?api=1&query=23.83661692,90.45488714"
"G4_14",4,2,"https://www.google.com/maps/search/?api=1&query=23.83753400,90.44459368"
"G4_15",4,3,"https://www.google.com/maps/search/?api=1&query=23.80218300,90.48130661"
"G4_16",4,3,"https://www.google.com/maps/search/?api=1&query=23.80253824,90.48072200"
"G4_17",4,3,"https://www.google.com/maps/search/?api=1&query=23.82971205,90.47140216"
"G4_18",4,3,"https://www.google.com/maps/search/?api=1&query=23.82980379,90.48133010"
"G4_19",4,3,"https://www.google.com/maps/search/?api=1&query=23.83552726,90.47431494"
"G4_20",4,3,"https://www.google.com/maps/search/?api=1&query=23.82942718,90.46313398"
"G4_21",4,3,"https://www.google.com/maps/search/?api=1&query=23.83657655,90.47209392"
"G4_22",4,4,"https://www.google.com/maps/search/?api=1&query=23.83094004,90.42467823"
"G4_23",4,4,"https://www.google.com/maps/search/?api=1&query=23.83185647,90.42864593"
"G4_24",4,4,"https://www.google.com/maps/search/?api=1&query=23.83152653,90.43026033"
"G4_25",4,4,"https://www.google.com/maps/search/?api=1&query=23.83427592,90.43027352"
"G4_26",4,4,"https://www.google.com/maps/search/?api=1&query=23.82749954,90.42350921"
"G4_27",4,4,"https://www.google.com/maps/search/?api=1&query=23.82292974,90.42851440"
"G4_28",4,4,"https://www.google.com/maps/search/?api=1&query=23.82336283,90.41844393"
"G4_29",4,4,"https://www.google.com/maps/search/?api=1&query=23.82244895,90.41580317"
"G4_30",4,5,"https://www.google.com/maps/search/?api=1&query=23.82436846,90.43694313"
"G4_31",4,5,"https://www.google.com/maps/search/?api=1&query=23.81993565,90.43914860"
"G4_32",4,5,"https://www.google.com/maps/search/?api=1&query=23.82448395,90.43662138"
"G4_33",4,5,"https://www.google.com/maps/search/?api=1&query=23.82477951,90.44192134"
"G4_34",4,5,"https://www.google.com/maps/search/?api=1&query=23.82082274,90.43589328"
"G4_35",4,5,"https://www.google.com/maps/search/?api=1&query=23.82114290,90.44100554"
"G4_36",4,5,"https://www.google.com/maps/search/?api=1&query=23.82317259,90.43572299"
"G4_37",4,5,"https://www.google.com/maps/search/?api=1&query=23.82153979,90.44327572"
"G4_38",4,6,"https://www.google.com/maps/search/?api=1&query=23.79204240,90.44171938"
"G4_39",4,6,"https://www.google.com/maps/search/?api=1&query=23.80330880,90.45636876"
"G4_40",4,6,"https://www.google.com/maps/search/?api=1&query=23.79830780,90.44883387"
"G4_41",4,6,"https://www.google.com/maps/search/?api=1&query=23.79965673,90.43944529"
"G4_42",4,6,"https://www.google.com/maps/search/?api=1&query=23.79871265,90.43917773"
"G4_43",4,6,"https://www.google.com/maps/search/?api=1&query=23.79762899,90.43485087"
"G4_44",4,7,"https://www.google.com/maps/search/?api=1&query=23.80486784,90.43410030"
"G4_45",4,7,"https://www.google.com/maps/search/?api=1&query=23.80815488,90.43738381"
"G4_46",4,7,"https://www.google.com/maps/search/?api=1&query=23.81159568,90.43721498"
"G4_47",4,7,"https://www.google.com/maps/search/?api=1&query=23.80262054,90.43059304"
"G4_48",4,7,"https://www.google.com/maps/search/?api=1&query=23.81465922,90.43357580"
"G4_49",4,7,"https://www.google.com/maps/search/?api=1&query=23.81061937,90.43378037"
